objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Big Shot","1125","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","133546639","5.99449","6.96895","2","3142","1846","thing","Big Shot","2","4","30","30","30","2001","2,3,4","3,4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Big Sur","414174","7","1","0","0","0","0","0","1","0","0","1","2","","","","","","119165273","5.67076","7.10814","1.9","6788","984","thing","Big Sur","2","4","30","30","15","2025","2,3,4","2","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Big Top","369899","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","122795215","5.87024","6.97005","1.875","4013","1702","thing","Big Top","3","4","40","40","40","2023","3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"BIGFOOT: Roll & Smash","346979","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","96486513","5.50586","6.09783","2","23239","125","thing","BIGFOOT: Roll & Smash","1","4","75","75","45","2023","2,3,4","3","12+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Bing Boing","377899","0","0","0","0","0","0","0","1","0","0","0","3","","","","","tbd","112417761","0","6.30625","2","0","50","thing","Bing Boing","2","8","15","15","15","2023","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Bing! Bang! Boom!","452721","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","138000278","0","5.33333","0","0","26","thing","Bing! Bang! Boom!","2","6","10","10","10","2025","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Bingo","7316","2.75","1","1","1","0","0","0","0","0","0","0","3","#small","Party","","","","53714227","4.10139","3.06257","1.037","29585","2496","thing","Bingo","2","99","60","60","60","1530","3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31","3,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31","4+","No necessary in-game text","","","","","","standalone","049022073234","","","","","","Parents","1","","","","","","",""
"Biñho Classic","301480","5","1","0","0","0","0","0","1","0","0","0","4","","","","","","121010497","5.65112","8.0782","1","7268","343","thing","Biñho Classic","2","4","10","10","5","2019","2","2","4+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Biome","382549","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","116265358","5.89411","7.63706","2.5625","3833","1663","thing","Biome","1","4","90","90","60","2024","2,3,4","2,3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Biomos","362700","6.5","21","0","1","0","0","0","0","0","0","0","2","","","","","","110938650","5.65231","6.30803","1.3182","7246","794","thing","Biomos","1","4","20","20","20","2023","1,2,3,4","3","8+","No necessary in-game text","","","","","","standalone","892884000760","15","","","","2024-11-15","","1","","","2024-11-15","","","",""
"Birds of a Feather","169341","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","93235125","5.71146","6.67547","1.2308","5932","814","thing","Birds of a Feather","1","7","15","15","15","2015","4,5,6,7","5,6","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Birds of a Feather: Western North America","358000","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","93235130","5.66206","6.87955","1.2667","7003","874","thing","Birds of a Feather: Western North America","1","7","30","30","15","2022","1,3,4,5,6,7","4","5+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Birdsong","337466","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","98616156","0","6.96667","1","0","40","thing","Birdsong","1","6","20","20","5","2020","1","1","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Birdwatcher","342343","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","97529514","5.8219","7.10701","2.1667","4449","1419","thing","Birdwatcher","1","5","60","60","25","2022","2,3,4,5","2,3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Bites","277927","6.8","2","0","0","0","1","1","0","0","0","1","3","","","","","","96399691","6.26503","7.08894","1.4792","1937","4074","thing","Bites","2","5","20","20","20","2020","2,3,4,5","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Bitoku","323612","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","90518842","7.19878","7.79337","3.7644","300","14597","thing","Bitoku","1","4","120","120","120","2021","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Blabbi","374522","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","120312339","0","7.9375","1","0","33","thing","Blabbi","2","8","90","90","45","2022","4,5,6","6","12+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Black Angel","230244","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","80310214","6.65294","7.18931","3.8648","981","9427","thing","Black Angel","1","4","120","120","60","2019","1,2,3,4","3","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Black Forest","420805","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","119271992","6.56676","7.59784","3.1951","1143","4866","thing","Black Forest","1","4","120","120","60","2024","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Black Friday","388838","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","108591497","5.72012","7.34719","2.7333","5778","731","thing","Black Friday","2","5","60","60","45","2023","3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Black Friday","39242","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","108591510","5.91092","6.55592","2.8333","3698","1804","thing","Black Friday","2","5","55","55","55","2010","2,3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Black Hole","146067","0","0","0","0","0","0","0","1","0","0","0","3","","","","","TBD","138287886","0","6.73111","1.6667","0","22","thing","Black Hole","2","2","10","10","10","2013","2","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Black Orchestra","156858","5","1","0","0","0","0","0","0","0","0","0","3","","","","","","68680053","6.97265","7.49416","2.4211","518","12192","thing","Black Orchestra","1","5","90","90","90","2016","1,2,3,4,5","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Black Stories","18803","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","132501952","5.8069","5.98965","1.2569","4597","10383","thing","Black Stories","2","99","20","20","20","2004","3,4,5,6,7,8,9,10,11","4,5,6","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Blackjack","10816","0","7","0","0","0","0","0","0","0","0","0","1","","","","yes","tbd","131574643","5.09875","4.79303","1.4491","29549","895","thing","Blackjack","2","10","30","30","30","1700","2,3,4,5,6,7,8","4,5,6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Blank Slate","254188","6.4","2","0","0","0","0","0","0","1","0","0","1","","","","","","53808236","5.90337","6.65222","1.037","3759","3652","thing","Blank Slate","3","8","35","35","20","2018","4,5,6,7,8","6,7,8","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","700304049803","3.99","","","","2025-03-02","Goodwill","1","","","2025-03-02","","","",""
"Blank White Dice","206753","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","95093270","5.49987","5.90685","1.5","24877","181","thing","Blank White Dice","2","4","30","30","30","2016","2","2","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Blast Track","417492","4.5","1","0","0","0","0","0","0","0","0","0","3","","","","","","129454111","5.51526","6.52766","2","20296","95","thing","Blast Track","2","6","40","40","30","2024","2,4,5","4","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Blazon","311610","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","138288537","5.7009","6.82157","2.1538","6140","1291","thing","Blazon","1","4","60","60","30","2023","2,3,4","2","10+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Blind Business","371973","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","108318447","5.59946","6.31858","1.4286","9179","1280","thing","Blind Business","2","5","30","30","15","2023","2,3,4,5","3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Blink","1197","5","5","1","1","0","0","0","0","0","0","0","1","#small","","","","","88029396","5.71123","5.97957","1.0656","5937","5864","thing","Blink","2","3","10","10","10","1995","2,3","2","5+","No necessary in-game text","","","","","","standalone","27084919530","2.54","USD","","","2021-11-26","Kohls","1","","Cards","2021-11-26","","","",""
"Blitz","19957","6","1","0","0","0","0","0","0","0","0","0","3","","","","","","71848699","5.49865","5.51533","1.1071","25167","308","thing","Blitz","2","10","30","30","10","0","3,4,5,6,7,8,9","5","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Blitz Bowl","247104","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","60449385","6.05724","7.73001","2.1739","2820","1829","thing","Blitz Bowl","2","2","60","60","30","2018","2","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Blitz Champz","344281","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","137300367","0","4.4375","1","0","25","thing","Blitz Champz","2","6","30","30","10","2018","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Blitzkrieg!: Nippon Expansion","291866","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","109204797","5.71836","7.54949","1.6667","0","1294","thing","Blitzkrieg!: Nippon Expansion","1","2","30","30","20","2019","1,2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Blitzkrieg!: World War Two in 20 Minutes","258210","6.3","4","2","0","0","0","0","0","1","0","0","3","#medium","","","","","97948862","7.0098","7.54981","1.9048","474","10185","thing","Blitzkrieg!: World War Two in 20 Minutes","1","2","45","45","20","2019","1,2","2","12+","No necessary in-game text","","","","","","standalone","5060226933181","21.97","USD","","","2023-08-12","Game Nerdz","1","","","2023-09-03","","","",""
"Blob Party","382828","6","1","0","1","0","0","0","0","0","0","0","4","#words","","","","tbd","113515888","5.65684","7.01106","1","7117","595","thing","Blob Party","4","8","15","15","15","2023","4,5,6,7,8","6,7,8","8+","","","","","","","standalone","","2","USD","","","2025-11-21","BGG","1","","","2025-11-21","","","",""
"Bloc by Bloc: The Insurrection Game","190247","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","64598208","5.7364","7.21183","2.7059","5528","946","thing","Bloc by Bloc: The Insurrection Game","2","4","180","180","120","2016","2,3,4","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Block Block Burrito","383009","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","109278369","5.51565","6.9697","1","0","331","thing","Block Block Burrito","2","6","15","15","15","2023","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Block Ness","328624","0","0","0","0","0","0","0","1","0","0","1","4","","","","","","123071482","5.65022","6.57908","1.25","7290","756","thing","Block Ness","2","4","20","20","15","2021","2,3,4","4","6+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Blockers!","29073","0","0","0","0","0","0","0","1","0","0","1","4","","","","","","97363728","6.06165","6.626","1.6919","2787","2585","thing","Blockers!","2","5","40","40","30","2007","2,3,4,5","4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Blokus","2453","6.5","13","2","1","0","0","0","0","0","0","0","3","#large","Tile Placement","","","","53698211","6.70993","6.86193","1.7329","874","42820","thing","Blokus","2","4","20","20","20","2000","2,4","4","6+","No necessary in-game text","","","","","","standalone","746775363840","","","12","USD","","Cohens","1","","","","","","",""
